,name,rest_id,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),rating_encoded
248,Ugadi,120.0,Online,booking_not_available,2.9,177.0,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,21.0
251,Subway,121.0,Online,booking_not_available,3.7,136.0,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600.0,Delivery,23.0
253,The Lassi Park,122.0,Online,booking_not_available,4.1,185.0,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200.0,Delivery,23.0
255,A2B - Adyar Ananda Bhavan,123.0,Online,booking_not_available,3.8,155.0,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400.0,Delivery,22.0
256,Srikrishna Bhavan,124.0,Online,booking_not_available,3.8,42.0,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300.0,Delivery,21.0
257,Timepass Dinner,125.0,Online,booking_not_available,3.8,286.0,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600.0,Delivery,22.0
258,Green Gardenia,126.0,Online,booking_not_available,3.8,160.0,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700.0,Delivery,23.0
259,J Spice,127.0,Online,booking_not_available,3.8,59.0,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750.0,Delivery,22.0
262,Hatti Kaapi,128.0,Online,booking_not_available,4.0,89.0,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200.0,Delivery,23.0
264,Upahara Darshini,129.0,Online,booking_not_available,3.9,40.0,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,23.0
265,The Chaat Shop,130.0,Online,booking_not_available,2.5,35.0,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200.0,Delivery,21.0
268,My Tea House,131.0,Online,booking_not_available,3.6,62.0,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600.0,Delivery,19.0
271,Samskruti - Sanman Gardenia,132.0,Online,booking_not_available,4.1,139.0,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550.0,Delivery,17.0
274,Chumma Delicious,133.0,Online,booking_not_available,3.7,237.0,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200.0,Delivery,20.0
275,New Prashanth Hotel,134.0,Online,booking_not_available,3.9,388.0,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650.0,Delivery,19.0
277,Dwaraka Grand,135.0,Online,booking_not_available,3.9,128.0,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500.0,Delivery,11.0
278,Gufha - The President Hotel,136.0,Online,booking_available,4.1,1875.0,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",1200.0,Delivery,19.0
279,Cafe Vivacity,137.0,Online,booking_not_available,3.8,90.0,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650.0,Delivery,17.0
282,Mojo Pizza - 2X Toppings,138.0,Online,booking_not_available,4.2,179.0,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600.0,Delivery,19.0
284,South Kitchen,139.0,Online,booking_not_available,4.3,275.0,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100.0,Delivery,19.0
285,Chung Wah,140.0,Online,booking_not_available,3.7,323.0,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850.0,Delivery,11.0
290,Prems Graama Bhojanam,141.0,Online,booking_not_available,4.3,322.0,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0,Delivery,20.0
291,Java City,142.0,Online,booking_not_available,2.6,157.0,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0,Delivery,28.0
292,Kamat Bugle Rock,143.0,Online,booking_not_available,3.9,543.0,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300.0,Delivery,24.0
293,Woodee Pizza,144.0,Online,booking_not_available,3.7,180.0,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,21.0
294,Puliyogare Point,145.0,Online,booking_not_available,4.2,444.0,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100.0,Delivery,19.0
295,Bangalore Agarwal Bhavan,146.0,Online,booking_not_available,3.9,134.0,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400.0,Delivery,20.0
296,Rustic Stove,147.0,Online,booking_not_available,3.8,577.0,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900.0,Delivery,20.0
298,De Thaali,148.0,Online,booking_not_available,3.9,144.0,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550.0,Delivery,19.0
299,Spice Elephant,149.0,Online,booking_not_available,4.1,787.0,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800.0,Delivery,19.0
301,Matru Sagar,150.0,Online,booking_not_available,3.6,84.0,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250.0,Delivery,22.0
303,Sea Spice by 7 Star,151.0,Online,booking_available,4.0,349.0,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,22.0
304,Desi Dawat,152.0,Online,booking_not_available,3.7,248.0,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400.0,Delivery,18.0
305,Cafe Aira,153.0,Online,booking_not_available,4.1,216.0,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500.0,Delivery,18.0
307,Penthouse Cafe,154.0,Online,booking_not_available,4.0,324.0,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700.0,Delivery,19.0
308,Mast Punjabi,155.0,Online,booking_not_available,2.6,231.0,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,19.0
309,South Grand,156.0,Online,booking_not_available,3.4,102.0,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,20.0
310,Catch-up-ino,157.0,Online,booking_not_available,3.9,133.0,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,17.0
311,The Pizzeria,158.0,Online,booking_not_available,2.8,45.0,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800.0,Delivery,16.0
313,Ruchis Point,159.0,Online,booking_not_available,3.8,75.0,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200.0,Delivery,23.0
314,Firangi Bake,160.0,Online,booking_not_available,4.0,53.0,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600.0,Delivery,14.0
315,The Royal Corner - Pai Viceroy,161.0,Online,booking_available,4.2,815.0,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900.0,Delivery,22.0
316,Hara Fine Dine,162.0,Online,booking_available,4.0,633.0,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800.0,Delivery,18.0
317,Chocoberry,163.0,Online,booking_not_available,3.5,56.0,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Delivery,16.0
322,Waffle-A-Go Go,164.0,Online,booking_not_available,3.9,70.0,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Delivery,20.0
323,Cross Road Cafe,165.0,Online,booking_not_available,3.9,91.0,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0,Delivery,17.0
330,Bakers Town,166.0,Online,booking_not_available,3.8,77.0,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.0,Delivery,20.0
333,Ivy,167.0,Online,booking_not_available,3.8,210.0,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0,Delivery,19.0
334,The Airos,168.0,Online,booking_not_available,4.1,130.0,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0,Delivery,19.0
335,Chai Kraft,169.0,Online,booking_not_available,4.1,30.0,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery,20.0
336,Kirthi's Biryani,170.0,Online,booking_not_available,3.8,144.0,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Delivery,22.0
338,The Trundle,171.0,Online,booking_not_available,3.7,133.0,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0,Delivery,8.0
339,The Krishna Grand Xpress,172.0,Online,booking_not_available,4.0,136.0,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350.0,Delivery,20.0
342,Udupi Grand,173.0,Online,booking_not_available,3.8,74.0,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300.0,Delivery,20.0
346,Little Cafe,174.0,Online,booking_not_available,3.7,54.0,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600.0,Delivery,19.0
350,1980s Games Cafe,175.0,Online,booking_not_available,3.4,58.0,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400.0,Delivery,22.0
351,Kadala Tarangaa,176.0,Online,booking_not_available,3.6,129.0,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600.0,Delivery,18.0
355,As On Fire,177.0,Online,booking_not_available,3.5,41.0,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400.0,Delivery,22.0
357,Curry Leaves,178.0,Online,booking_not_available,4.1,176.0,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800.0,Delivery,19.0
359,Magic Meals,179.0,Online,booking_not_available,3.7,47.0,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400.0,Delivery,20.0
360,Desi Cream Junction,180.0,Online,booking_available,3.7,36.0,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,21.0
374,Eat Repeat,181.0,Online,booking_not_available,3.9,101.0,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150.0,Delivery,23.0
375,Salut,182.0,Online,booking_available,4.1,442.0,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,24.0
390,Sandwich Mama's And Frozen Monster,183.0,Online,booking_not_available,3.8,53.0,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250.0,Delivery,20.0
395,Food Springs,184.0,Online,booking_not_available,4.0,232.0,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400.0,Delivery,8.0
396,Chung's Chinese Corner,185.0,Online,booking_not_available,3.9,221.0,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700.0,Delivery,22.0
397,Eurasia Pasta and Barbeque by Little Italy,186.0,Online,booking_available,4.1,1063.0,Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",1200.0,Delivery,21.0
398,Goli Vada Pav No. 1,187.0,Online,booking_not_available,3.7,93.0,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200.0,Delivery,20.0
399,Ragoo's,188.0,Online,booking_not_available,3.9,233.0,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800.0,Delivery,22.0
400,Pure & Natural,189.0,Online,booking_not_available,3.9,211.0,Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,22.0
401,Maiyas,190.0,Online,booking_not_available,4.0,1778.0,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0,Delivery,25.0
402,Sip n Dine,191.0,Online,booking_not_available,3.6,218.0,Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800.0,Delivery,18.0
403,Cafe Mondo,192.0,Online,booking_not_available,3.7,514.0,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600.0,Delivery,18.0
404,Jalpaan,193.0,Online,booking_available,4.0,866.0,Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900.0,Delivery,15.0
405,Kataria's Pakwan,194.0,Online,booking_not_available,3.2,96.0,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,400.0,Delivery,18.0
406,Juicy Momos,195.0,Online,booking_not_available,3.5,80.0,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250.0,Delivery,8.0
407,Amande Patisserie,196.0,Online,booking_not_available,4.0,73.0,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300.0,Delivery,26.0
408,Anand Sweets and Savouries,197.0,Online,booking_not_available,3.9,84.0,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400.0,Delivery,18.0
409,Chicken Hunt,198.0,Online,booking_not_available,3.5,88.0,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,19.0
410,Swadesh Tadka,199.0,Online,booking_not_available,3.5,179.0,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600.0,Delivery,22.0
411,Cane-O-La,200.0,Online,booking_not_available,3.8,61.0,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100.0,Delivery,21.0
412,New Biryani Mane,201.0,Online,booking_not_available,3.7,128.0,Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450.0,Delivery,10.0
413,Upahara Darshini,202.0,Online,booking_not_available,3.8,339.0,Jayanagar,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",400.0,Delivery,26.0
414,Karnataka Bhel House,203.0,Online,booking_not_available,4.1,449.0,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100.0,Delivery,22.0
415,Sreeraj Lassi Bar,204.0,Online,booking_not_available,4.1,210.0,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150.0,Delivery,17.0
417,Bunt's Biriyani Palace,205.0,Online,booking_not_available,3.0,213.0,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400.0,Delivery,19.0
418,Chai Point,206.0,Online,booking_not_available,3.2,208.0,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250.0,Delivery,21.0
419,Janahaar,207.0,Online,booking_not_available,3.8,70.0,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100.0,Delivery,22.0
420,Redberrys,208.0,Online,booking_not_available,4.0,219.0,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600.0,Delivery,21.0
421,Utsav,209.0,Online,booking_not_available,3.7,59.0,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200.0,Delivery,22.0
424,The Spice Saga,210.0,Online,booking_not_available,3.7,124.0,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750.0,Delivery,17.0
456,Jalsa,211.0,Online,booking_available,4.1,775.0,Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800.0,Delivery,20.0
457,Subz,212.0,Online,booking_available,4.2,2022.0,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",1000.0,Delivery,19.0
460,Cafe Shuffle,213.0,Online,booking_available,4.2,150.0,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600.0,Delivery,21.0
461,Mint and Mustard,214.0,Online,booking_not_available,4.0,232.0,Basavanagudi,Casual Dining,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",750.0,Delivery,11.0
464,Punjabi Raswada,215.0,Online,booking_available,3.5,431.0,Jayanagar,Casual Dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,800.0,Delivery,23.0
465,Vinny's,216.0,Online,booking_available,4.2,2115.0,Banashankari,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800.0,Delivery,20.0
467,Kapoor's Cafe,217.0,Online,booking_not_available,4.2,150.0,Jayanagar,Casual Dining,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",North Indian,800.0,Delivery,17.0
469,Sukh Sagar,218.0,Online,booking_not_available,3.8,155.0,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450.0,Delivery,20.0
471,Andhra Ruchulu,219.0,Online,booking_available,4.1,666.0,Jayanagar,"Casual Dining, Bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese",1000.0,Delivery,17.0
473,Steaming Mugs,220.0,Online,booking_not_available,3.9,240.0,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700.0,Delivery,20.0
474,San Churro Cafe,221.0,Online,booking_not_available,3.8,918.0,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800.0,Delivery,20.0
475,Rajathadri Food Fort,222.0,Online,booking_not_available,4.0,465.0,Jayanagar,Casual Dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",600.0,Delivery,20.0
